Date,Price,Close,High,Low,Open,Volume
2005-01-03,33.777915954589844,34.45347505658305,33.66674721654419,34.28244698161032,100970900
2005-01-04,33.162200927734375,33.983134657378436,32.96551987376281,33.9232720859119,136623200
2005-01-05,32.95698547363281,33.316141499166434,32.89712613604387,33.07670414881069,127925500
2005-01-06,32.79449462890625,33.10234439558992,32.78594469631525,33.03393514859798,102934600
2005-01-07,32.96552276611328,33.239166279307845,32.67477612558306,32.974075960825104,123104000
2005-01-10,32.94843673706055,33.239183528471095,32.82871804567203,32.871474255155114,88764200
2005-01-11,32.71754455566406,32.92277889840192,32.55506967830978,32.811610160165195,106398800
2005-01-12,32.99117660522461,33.00827646918533,32.50374566806265,32.86290479090498,127754900
2005-01-13,32.5550537109375,33.22205928903126,32.503744334896595,32.9911752520662,101982400
2005-01-14,32.86289978027344,32.93986220471315,32.657665561071795,32.666218753835786,93460900
2005-01-18,33.11088943481445,33.17074873447161,32.68332114464211,32.734627251727,91760400
2005-01-19,32.563629150390625,33.13656956152221,32.5465260133597,33.119466424491286,104981000
2005-01-20,31.93937110900879,32.33273667548901,31.913718038488742,32.19591486256655,120963900
2005-01-21,31.68282699584961,32.11039552011773,31.63152086067437,32.05053618768731,138569200
2005-01-24,31.238143920898438,31.811087230279988,31.178284610347976,31.742674725600736,137499000
2005-01-25,31.392065048217773,31.717017882490964,31.349308868939364,31.44337442060429,119171300
2005-01-26,31.768312454223633,31.88803100526202,31.486115930702407,31.605834481740796,107465800
2005-01-27,31.725561141967773,31.870936035448445,31.528880148977084,31.717011212745,103654700
2005-01-28,31.57164764404297,31.8709474675862,31.315107268211527,31.82819128196227,111648600
2005-01-31,31.982118606567383,32.09328404527638,31.862396710738434,31.947912350616253,89139900
2005-02-01,32.084747314453125,32.19591606099357,31.956475432899584,32.0590942429782,76610300
2005-02-02,32.13604736328125,32.26431594540073,31.905160000959974,32.18735349129364,100160500
2005-02-03,31.768312454223633,31.990646440139805,31.64004071406201,31.96499339694182,90157900
2005-02-04,32.28143310546875,32.341292455558055,31.76835202982045,31.76835202982045,99302000
2005-02-07,32.2130012512207,32.41823551574264,32.08473269022147,32.32416994709042,71551400
2005-02-08,32.27287292480469,32.503757052103964,32.170254132572914,32.20446039665017,72821700
2005-02-09,31.734134674072266,32.32417803124753,31.691378476379356,32.29852496504954,93276600
2005-02-10,31.768312454223633,31.913684048460002,31.537425279184227,31.862374699978183,110373000
2005-02-11,32.238677978515625,32.36694662070231,31.580221843269193,31.66573427139365,108684100
2005-02-14,32.384029388427734,32.44388870287994,32.23010450495406,32.23865769964036,54908900
2005-02-15,32.59779739379883,32.905647007825664,32.34125713613858,32.40966961129404,131406500
2005-02-16,32.47809982299805,32.63202472953123,32.34983124227937,32.52085601657094,80273900
2005-02-17,32.04197311401367,32.61491313580162,32.00776686319682,32.537950702507516,115628300
2005-02-18,31.93937110900879,32.12750232506066,31.862408635359323,32.050539851411195,69158800
2005-02-22,31.546003341674805,32.11039363000345,31.460490946690285,31.665721999488646,121232000
2005-02-23,31.588748931884766,31.69991761770599,31.383517948001543,31.674264560242502,95010100
2005-02-24,31.990663528442383,32.01631658534334,31.43482337361264,31.511785806403104,99334600
2005-02-25,32.170257568359375,32.238670103820354,31.888064014805913,31.9650264861549,79988700
